"","LENGTH","WEIGHT","ABUNDANCE","YEAR","SEASON","SURVEY","SURVEY_INITIAL","Age"
"8189",14.5,8.2,3,2002,"Autumn","DredgeDat","D",3
"8190",14,8.3,1,2002,"Autumn","DredgeDat","D",3
"8191",14.5,8.3,2,2002,"Autumn","DredgeDat","D",3
"8192",14,8.4,4,2002,"Autumn","DredgeDat","D",3
"8193",14.5,8.5,7,2002,"Autumn","DredgeDat","D",3
"8194",14,8.6,3,2002,"Autumn","DredgeDat","D",3
"8195",15,8.6,2,2002,"Autumn","DredgeDat","D",3
"8196",14.5,8.7,7,2002,"Autumn","DredgeDat","D",3
"8197",14,8.8,1,2002,"Autumn","DredgeDat","D",3
"8198",14.5,8.8,2,2002,"Autumn","DredgeDat","D",3
"8199",14.5,8.9,2,2002,"Autumn","DredgeDat","D",3
"8200",16,8.9,1,2002,"Autumn","DredgeDat","D",3
"8201",14.5,9,3,2002,"Autumn","DredgeDat","D",3
"8202",14.5,9.2,3,2002,"Autumn","DredgeDat","D",3
"8203",14,9.3,1,2002,"Autumn","DredgeDat","D",3
"8204",14.5,9.3,3,2002,"Autumn","DredgeDat","D",3
"8205",15,9.3,2,2002,"Autumn","DredgeDat","D",3
"8206",15,9.4,2,2002,"Autumn","DredgeDat","D",3
"8207",14.5,9.5,2,2002,"Autumn","DredgeDat","D",3
"8208",15.5,9.5,1,2002,"Autumn","DredgeDat","D",3
"8209",15,9.6,2,2002,"Autumn","DredgeDat","D",3
"8210",14.5,9.7,5,2002,"Autumn","DredgeDat","D",3
"8211",14.5,9.8,2,2002,"Autumn","DredgeDat","D",3
"8212",15,9.8,2,2002,"Autumn","DredgeDat","D",3
"8213",14,9.9,1,2002,"Autumn","DredgeDat","D",3
"8214",15,9.9,4,2002,"Autumn","DredgeDat","D",3
"8215",14,10,2,2003,"Autumn","DredgeDat","D",3
"8216",14.5,10,2,2003,"Autumn","DredgeDat","D",3
"8217",15,10,1,2003,"Autumn","DredgeDat","D",3
"8218",15.5,10,1,2003,"Autumn","DredgeDat","D",3
"8219",14.5,10.1,3,2003,"Autumn","DredgeDat","D",3
"8220",15,10.2,1,2003,"Autumn","DredgeDat","D",3
"8221",15.5,10.2,2,2003,"Autumn","DredgeDat","D",3
"8222",14.5,10.4,3,2003,"Autumn","DredgeDat","D",3
"8223",15,10.4,2,2003,"Autumn","DredgeDat","D",3
"8224",15.5,10.4,3,2003,"Autumn","DredgeDat","D",3
"8225",15,10.5,5,2003,"Autumn","DredgeDat","D",3
"8226",15,10.6,2,2003,"Autumn","DredgeDat","D",3
"8227",15.5,10.6,1,2003,"Autumn","DredgeDat","D",3
"8228",16,10.6,1,2003,"Autumn","DredgeDat","D",3
"8229",15,10.7,1,2003,"Autumn","DredgeDat","D",3
"8230",15.5,10.7,2,2003,"Autumn","DredgeDat","D",3
"8231",14.5,10.8,1,2003,"Autumn","DredgeDat","D",3
"8232",15,10.8,5,2003,"Autumn","DredgeDat","D",3
"8233",15.5,10.8,1,2003,"Autumn","DredgeDat","D",3
"8234",15.5,10.9,3,2003,"Autumn","DredgeDat","D",3
"8235",16,10.9,2,2003,"Autumn","DredgeDat","D",3
"8236",15,11,3,2003,"Autumn","DredgeDat","D",3
"8237",15.5,11,2,2003,"Autumn","DredgeDat","D",3
"8238",15,11.1,1,2003,"Autumn","DredgeDat","D",3
"8239",15.5,11.1,2,2003,"Autumn","DredgeDat","D",3
"8240",15,11.2,1,2003,"Autumn","DredgeDat","D",3
"8241",15.5,11.2,2,2003,"Autumn","DredgeDat","D",3
"8242",15,11.3,2,2003,"Autumn","DredgeDat","D",3
"8243",15.5,11.3,5,2003,"Autumn","DredgeDat","D",3
"8244",16,11.3,1,2003,"Autumn","DredgeDat","D",3
"8245",15,11.4,2,2003,"Autumn","DredgeDat","D",3
"8246",16,11.4,1,2003,"Autumn","DredgeDat","D",3
"8247",15.5,11.5,4,2003,"Autumn","DredgeDat","D",3
"8248",16,11.5,1,2003,"Autumn","DredgeDat","D",3
"8249",15,11.6,2,2003,"Autumn","DredgeDat","D",3
"8250",15.5,11.7,2,2003,"Autumn","DredgeDat","D",3
"8251",16,11.7,1,2003,"Autumn","DredgeDat","D",3
"8252",15.5,11.8,2,2003,"Autumn","DredgeDat","D",3
"8253",16.5,11.8,1,2003,"Autumn","DredgeDat","D",3
"8254",15,11.9,1,2003,"Autumn","DredgeDat","D",3
"8255",15.5,11.9,3,2003,"Autumn","DredgeDat","D",3
"8256",16,11.9,1,2003,"Autumn","DredgeDat","D",3
"8257",16.5,11.9,1,2003,"Autumn","DredgeDat","D",3
"8258",17,11.9,1,2003,"Autumn","DredgeDat","D",3
"8259",15.5,12,1,2003,"Autumn","DredgeDat","D",3
"8260",16,12,1,2003,"Autumn","DredgeDat","D",3
"8261",15.5,12.1,2,2003,"Autumn","DredgeDat","D",3
"8262",16,12.1,1,2003,"Autumn","DredgeDat","D",3
"8263",16,12.2,1,2003,"Autumn","DredgeDat","D",3
"8264",15.5,12.3,1,2003,"Autumn","DredgeDat","D",3
"8265",16,12.3,1,2003,"Autumn","DredgeDat","D",3
"8266",16,12.5,2,2003,"Autumn","DredgeDat","D",3
"8267",15.5,12.6,1,2003,"Autumn","DredgeDat","D",3
"8268",16,12.6,1,2003,"Autumn","DredgeDat","D",3
"8269",16.5,12.8,1,2003,"Autumn","DredgeDat","D",3
"8270",15.5,12.9,1,2003,"Autumn","DredgeDat","D",3
"8271",16,12.9,1,2003,"Autumn","DredgeDat","D",3
"8272",16.5,12.9,1,2003,"Autumn","DredgeDat","D",3
"8273",16,13,1,2003,"Autumn","DredgeDat","D",3
"8274",16.5,13,1,2003,"Autumn","DredgeDat","D",3
"8275",16,13.1,2,2003,"Autumn","DredgeDat","D",3
"8276",16.5,13.1,2,2003,"Autumn","DredgeDat","D",3
"8277",15.5,13.2,2,2003,"Autumn","DredgeDat","D",3
"8278",16,13.2,1,2003,"Autumn","DredgeDat","D",3
"8279",16.5,13.2,1,2003,"Autumn","DredgeDat","D",3
"8280",17,13.2,1,2003,"Autumn","DredgeDat","D",3
"8281",16,13.3,2,2003,"Autumn","DredgeDat","D",3
"8282",16,13.4,1,2003,"Autumn","DredgeDat","D",3
"8283",16,13.5,5,2003,"Autumn","DredgeDat","D",3
"8284",16.5,13.5,1,2003,"Autumn","DredgeDat","D",3
"8285",16,13.6,1,2003,"Autumn","DredgeDat","D",3
"8286",16.5,13.7,1,2003,"Autumn","DredgeDat","D",3
"8287",15.5,13.8,1,2003,"Autumn","DredgeDat","D",3
"8288",16.5,13.8,2,2003,"Autumn","DredgeDat","D",3
"8289",16.5,13.9,1,2003,"Autumn","DredgeDat","D",3
"8290",17,14.1,1,2003,"Autumn","DredgeDat","D",3
"8291",16.5,14.5,4,2003,"Autumn","DredgeDat","D",3
"8292",17.5,14.6,1,2003,"Autumn","DredgeDat","D",3
"8293",17,14.7,1,2003,"Autumn","DredgeDat","D",3
"8294",16.5,14.8,1,2003,"Autumn","DredgeDat","D",3
"8295",17,14.8,1,2003,"Autumn","DredgeDat","D",3
"8296",16,14.9,1,2003,"Autumn","DredgeDat","D",3
"8297",16.5,14.9,1,2003,"Autumn","DredgeDat","D",3
"8298",17,14.9,1,2003,"Autumn","DredgeDat","D",3
"8299",17.5,15,1,2003,"Autumn","DredgeDat","D",3
"8300",18,15,1,2003,"Autumn","DredgeDat","D",3
"8301",17,15.3,1,2003,"Autumn","DredgeDat","D",3
"8302",16,15.4,1,2003,"Autumn","DredgeDat","D",3
"8303",17.5,15.4,4,2003,"Autumn","DredgeDat","D",3
"8304",17,15.9,1,2003,"Autumn","DredgeDat","D",3
"8305",17.5,16,1,2003,"Autumn","DredgeDat","D",3
"8306",17,16.4,1,2003,"Autumn","DredgeDat","D",3
"8307",17,16.5,1,2003,"Autumn","DredgeDat","D",3
"8308",16.5,16.6,1,2003,"Autumn","DredgeDat","D",3
"8309",17,16.6,1,2003,"Autumn","DredgeDat","D",3
"8310",17,16.7,1,2003,"Autumn","DredgeDat","D",3
"8311",17,16.9,1,2003,"Autumn","DredgeDat","D",3
"8312",17,17,1,2003,"Autumn","DredgeDat","D",3
"8313",17,17.6,1,2003,"Autumn","DredgeDat","D",3
"8314",17.5,17.6,1,2003,"Autumn","DredgeDat","D",3
"8315",18,17.9,1,2003,"Autumn","DredgeDat","D",3
"8316",18.5,18,1,2003,"Autumn","DredgeDat","D",3
"8317",18,18.2,1,2003,"Autumn","DredgeDat","D",3
"8318",18,18.3,1,2003,"Autumn","DredgeDat","D",3
"8319",18,18.4,2,2003,"Autumn","DredgeDat","D",3
"8320",18.5,18.4,1,2003,"Autumn","DredgeDat","D",3
"8321",18.5,18.5,1,2003,"Autumn","DredgeDat","D",3
"8322",18.5,19.8,1,2003,"Autumn","DredgeDat","D",3
"8323",12,3.9,2,2003,"Autumn","DredgeDat","D",3
"8324",12,4,2,2003,"Autumn","DredgeDat","D",3
"8325",12.5,4.3,2,2003,"Autumn","DredgeDat","D",3
"8326",12.5,4.4,2,2003,"Autumn","DredgeDat","D",3
"8327",12,4.5,4,2003,"Autumn","DredgeDat","D",3
"8328",12,4.6,4,2003,"Autumn","DredgeDat","D",3
"8329",12.5,4.6,2,2003,"Autumn","DredgeDat","D",3
"8330",12,4.7,2,2003,"Autumn","DredgeDat","D",3
"8331",12,4.8,2,2003,"Autumn","DredgeDat","D",3
"8332",12.5,4.8,2,2003,"Autumn","DredgeDat","D",3
"8333",12.5,5,2,2003,"Autumn","DredgeDat","D",3
"8334",12,5.1,2,2003,"Autumn","DredgeDat","D",3
"8335",12.5,5.1,2,2003,"Autumn","DredgeDat","D",3
"8336",12,5.2,2,2003,"Autumn","DredgeDat","D",3
"8337",12.5,5.2,4,2003,"Autumn","DredgeDat","D",3
"8338",12.5,5.3,4,2003,"Autumn","DredgeDat","D",3
"8339",13,5.3,2,2003,"Autumn","DredgeDat","D",3
"8340",12.5,5.4,2,2003,"Autumn","DredgeDat","D",3
"8341",13,5.5,5,2003,"Autumn","DredgeDat","D",3
"8342",12.5,5.6,4,2003,"Autumn","DredgeDat","D",3
"8343",13,5.7,4,2003,"Autumn","DredgeDat","D",3
"8344",13,5.8,2,2003,"Autumn","DredgeDat","D",3
"8345",13.5,5.8,2,2003,"Autumn","DredgeDat","D",3
"8346",13,5.9,7,2003,"Autumn","DredgeDat","D",3
"8347",13.5,5.9,2,2003,"Autumn","DredgeDat","D",3
"8348",12.5,6,2,2003,"Autumn","DredgeDat","D",3
"8349",13,6,5,2003,"Autumn","DredgeDat","D",3
"8350",13,6.1,5,2003,"Autumn","DredgeDat","D",3
"8351",13.5,6.1,2,2003,"Autumn","DredgeDat","D",3
"8352",14.5,6.1,1,2003,"Autumn","DredgeDat","D",3
"8353",13,6.2,9,2003,"Autumn","DredgeDat","D",3
"8354",13.5,6.2,2,2003,"Autumn","DredgeDat","D",3
"8355",13.5,6.3,2,2003,"Autumn","DredgeDat","D",3
"8356",13.5,6.4,2,2003,"Autumn","DredgeDat","D",3
"8357",14,6.4,4,2003,"Autumn","DredgeDat","D",3
"8358",13.5,6.5,5,2003,"Autumn","DredgeDat","D",3
"8359",14.5,6.5,1,2003,"Autumn","DredgeDat","D",3
"8360",13,6.7,2,2003,"Autumn","DredgeDat","D",3
"8361",13.5,6.7,3,2003,"Autumn","DredgeDat","D",3
"8362",14,6.7,4,2003,"Autumn","DredgeDat","D",3
"8363",13,6.8,2,2003,"Autumn","DredgeDat","D",3
"8364",13.5,6.8,2,2003,"Autumn","DredgeDat","D",3
"8365",14,6.8,5,2003,"Autumn","DredgeDat","D",3
"8366",13.5,6.9,5,2003,"Autumn","DredgeDat","D",3
"8367",14,6.9,2,2003,"Autumn","DredgeDat","D",3
"8368",13,7,2,2003,"Autumn","DredgeDat","D",3
"8369",13.5,7,2,2003,"Autumn","DredgeDat","D",3
"8370",13,7.1,2,2003,"Autumn","DredgeDat","D",3
"8371",13.5,7.1,2,2003,"Autumn","DredgeDat","D",3
"8372",14,7.1,7,2003,"Autumn","DredgeDat","D",3
"8373",14.5,7.1,1,2003,"Autumn","DredgeDat","D",3
"8374",13.5,7.2,7,2003,"Autumn","DredgeDat","D",3
"8375",14,7.2,4,2003,"Autumn","DredgeDat","D",3
"8376",13,7.3,2,2003,"Autumn","DredgeDat","D",3
"8377",13.5,7.3,2,2003,"Autumn","DredgeDat","D",3
"8378",14.5,7.3,1,2003,"Autumn","DredgeDat","D",3
"8379",13.5,7.4,5,2003,"Autumn","DredgeDat","D",3
"8380",13.5,7.5,7,2003,"Autumn","DredgeDat","D",3
"8381",13.5,7.6,2,2003,"Autumn","DredgeDat","D",3
"8382",14,7.6,4,2003,"Autumn","DredgeDat","D",3
"8383",14.5,7.6,3,2003,"Autumn","DredgeDat","D",3
"8384",14.5,7.7,1,2003,"Autumn","DredgeDat","D",3
"8385",13.5,7.8,2,2003,"Autumn","DredgeDat","D",3
"8386",14.5,7.8,1,2003,"Autumn","DredgeDat","D",3
"8387",15,7.8,1,2003,"Autumn","DredgeDat","D",3
"8388",14,7.9,2,2003,"Autumn","DredgeDat","D",3
"8389",14.5,7.9,1,2003,"Autumn","DredgeDat","D",3
"8390",15,7.9,3,2003,"Autumn","DredgeDat","D",3
"8391",13.5,8,2,2003,"Autumn","DredgeDat","D",3
"8392",14,8,4,2003,"Autumn","DredgeDat","D",3
"8393",14.5,8,3,2003,"Autumn","DredgeDat","D",3
"8394",13.5,8.1,2,2003,"Autumn","DredgeDat","D",3
"8395",14.5,8.1,3,2003,"Autumn","DredgeDat","D",3
"8396",15,8.1,1,2003,"Autumn","DredgeDat","D",3
"8397",14,8.2,6,2003,"Autumn","DredgeDat","D",3
"8398",15,8.2,1,2003,"Autumn","DredgeDat","D",3
"8399",14,8.3,7,2003,"Autumn","DredgeDat","D",3
"8400",14.5,8.3,3,2003,"Autumn","DredgeDat","D",3
"8401",15,8.3,3,2003,"Autumn","DredgeDat","D",3
"8402",14,8.4,6,2003,"Autumn","DredgeDat","D",3
"8403",14.5,8.4,4,2003,"Autumn","DredgeDat","D",3
"8404",15,8.4,1,2003,"Autumn","DredgeDat","D",3
"8405",14,8.5,4,2003,"Autumn","DredgeDat","D",3
"8406",14.5,8.5,1,2003,"Autumn","DredgeDat","D",3
"8407",15.5,8.5,1,2003,"Autumn","DredgeDat","D",3
"8408",14,8.6,9,2003,"Autumn","DredgeDat","D",3
"8409",14.5,8.6,3,2003,"Autumn","DredgeDat","D",3
"8410",15,8.6,1,2003,"Autumn","DredgeDat","D",3
"8411",14.5,8.7,4,2003,"Autumn","DredgeDat","D",3
"8412",13.5,8.8,5,2003,"Autumn","DredgeDat","D",3
"8413",14,8.8,2,2003,"Autumn","DredgeDat","D",3
"8414",14.5,8.8,4,2003,"Autumn","DredgeDat","D",3
"8415",14.5,8.9,3,2003,"Autumn","DredgeDat","D",3
"8416",15.5,8.9,1,2003,"Autumn","DredgeDat","D",3
"8417",14.5,9,4,2003,"Autumn","DredgeDat","D",3
"8418",15,9,2,2003,"Autumn","DredgeDat","D",3
"8419",14.5,9.1,6,2003,"Autumn","DredgeDat","D",3
"8420",15,9.1,3,2003,"Autumn","DredgeDat","D",3
"8421",14,9.2,2,2003,"Autumn","DredgeDat","D",3
"8422",14.5,9.2,3,2003,"Autumn","DredgeDat","D",3
"8423",15,9.2,1,2003,"Autumn","DredgeDat","D",3
"8424",14.5,9.3,3,2003,"Autumn","DredgeDat","D",3
"8425",15,9.3,1,2003,"Autumn","DredgeDat","D",3
"8426",15,9.4,3,2003,"Autumn","DredgeDat","D",3
"8427",14.5,9.5,1,2003,"Autumn","DredgeDat","D",3
"8428",14,9.6,2,2003,"Autumn","DredgeDat","D",3
"8429",14.5,9.6,1,2003,"Autumn","DredgeDat","D",3
"8430",15,9.6,3,2003,"Autumn","DredgeDat","D",3
"8431",15.5,9.6,1,2003,"Autumn","DredgeDat","D",3
"8432",16.5,9.6,1,2003,"Autumn","DredgeDat","D",3
"8433",14.5,9.7,1,2003,"Autumn","DredgeDat","D",3
"8434",15,9.7,1,2003,"Autumn","DredgeDat","D",3
"8435",15.5,9.7,2,2003,"Autumn","DredgeDat","D",3
"8436",14,9.8,2,2003,"Autumn","DredgeDat","D",3
"8437",15,9.8,1,2003,"Autumn","DredgeDat","D",3
"8438",14.5,9.9,1,2003,"Autumn","DredgeDat","D",3
"8439",15,9.9,1,2003,"Autumn","DredgeDat","D",3
"8440",15.5,9.9,1,2003,"Autumn","DredgeDat","D",3
"8441",15.5,10,2,2004,"Autumn","DredgeDat","D",3
"8442",15,10.1,2,2004,"Autumn","DredgeDat","D",3
"8443",15,10.6,1,2004,"Autumn","DredgeDat","D",3
"8444",15.5,10.6,2,2004,"Autumn","DredgeDat","D",3
"8445",15.5,10.7,2,2004,"Autumn","DredgeDat","D",3
"8446",16,10.7,2,2004,"Autumn","DredgeDat","D",3
"8447",16,10.8,2,2004,"Autumn","DredgeDat","D",3
"8448",15,10.9,1,2004,"Autumn","DredgeDat","D",3
"8449",16.5,11,1,2004,"Autumn","DredgeDat","D",3
"8450",15.5,11.1,2,2004,"Autumn","DredgeDat","D",3
"8451",16,11.6,4,2004,"Autumn","DredgeDat","D",3
"8452",16.5,11.7,1,2004,"Autumn","DredgeDat","D",3
"8453",15.5,12,2,2004,"Autumn","DredgeDat","D",3
"8454",15.5,12.2,2,2004,"Autumn","DredgeDat","D",3
"8455",15.5,12.3,2,2004,"Autumn","DredgeDat","D",3
"8456",16.5,12.8,2,2004,"Autumn","DredgeDat","D",3
"8457",17,13,1,2004,"Autumn","DredgeDat","D",3
"8458",16.5,13.2,1,2004,"Autumn","DredgeDat","D",3
"8459",16.5,14.4,1,2004,"Autumn","DredgeDat","D",3
"8460",17.5,15.1,1,2004,"Autumn","DredgeDat","D",3
"8461",17,15.4,2,2004,"Autumn","DredgeDat","D",3
"8462",17.5,15.6,1,2004,"Autumn","DredgeDat","D",3
"8463",18,16.2,1,2004,"Autumn","DredgeDat","D",3
"8464",10.5,3.5,3,2004,"Autumn","DredgeDat","D",3
"8465",11.5,4.4,10,2004,"Autumn","DredgeDat","D",3
"8466",12,4.4,11,2004,"Autumn","DredgeDat","D",3
"8467",12.5,4.9,4,2004,"Autumn","DredgeDat","D",3
"8468",13,5,2,2004,"Autumn","DredgeDat","D",3
"8469",13,5.1,2,2004,"Autumn","DredgeDat","D",3
"8470",12.5,5.4,4,2004,"Autumn","DredgeDat","D",3
"8471",12.5,5.5,9,2004,"Autumn","DredgeDat","D",3
"8472",14,5.7,2,2004,"Autumn","DredgeDat","D",3
"8473",13,5.8,2,2004,"Autumn","DredgeDat","D",3
"8474",13.5,5.9,1,2004,"Autumn","DredgeDat","D",3
"8475",14,5.9,2,2004,"Autumn","DredgeDat","D",3
"8476",13,6,2,2004,"Autumn","DredgeDat","D",3
"8477",13.5,6.2,1,2004,"Autumn","DredgeDat","D",3
"8478",14,6.2,2,2004,"Autumn","DredgeDat","D",3
"8479",13,6.3,2,2004,"Autumn","DredgeDat","D",3
"8480",13,6.4,2,2004,"Autumn","DredgeDat","D",3
"8481",13.5,6.4,3,2004,"Autumn","DredgeDat","D",3
"8482",13,6.6,2,2004,"Autumn","DredgeDat","D",3
"8483",13.5,6.7,1,2004,"Autumn","DredgeDat","D",3
"8484",14,6.7,2,2004,"Autumn","DredgeDat","D",3
"8485",14,7,3,2004,"Autumn","DredgeDat","D",3
"8486",13.5,7.1,4,2004,"Autumn","DredgeDat","D",3
"8487",13,7.2,2,2004,"Autumn","DredgeDat","D",3
"8488",14,7.3,2,2004,"Autumn","DredgeDat","D",3
"8489",13.5,7.5,3,2004,"Autumn","DredgeDat","D",3
"8490",15,7.6,1,2004,"Autumn","DredgeDat","D",3
"8491",13.5,7.8,1,2004,"Autumn","DredgeDat","D",3
"8492",14,7.8,2,2004,"Autumn","DredgeDat","D",3
"8493",14.5,8.1,1,2004,"Autumn","DredgeDat","D",3
"8494",15,8.1,1,2004,"Autumn","DredgeDat","D",3
"8495",14.5,8.2,1,2004,"Autumn","DredgeDat","D",3
"8496",15,8.2,1,2004,"Autumn","DredgeDat","D",3
"8497",13.5,8.3,1,2004,"Autumn","DredgeDat","D",3
"8498",14.5,8.3,3,2004,"Autumn","DredgeDat","D",3
"8499",14,8.4,2,2004,"Autumn","DredgeDat","D",3
"8500",14.5,8.4,3,2004,"Autumn","DredgeDat","D",3
"8501",14.5,8.44,1,2004,"Autumn","DredgeDat","D",3
"8502",14.5,8.6,1,2004,"Autumn","DredgeDat","D",3
"8503",13.5,8.8,1,2004,"Autumn","DredgeDat","D",3
"8504",14,8.8,2,2004,"Autumn","DredgeDat","D",3
"8505",15,8.8,1,2004,"Autumn","DredgeDat","D",3
"8506",14.5,9.2,1,2004,"Autumn","DredgeDat","D",3
"8507",15,9.2,1,2004,"Autumn","DredgeDat","D",3
"8508",14.5,9.3,1,2004,"Autumn","DredgeDat","D",3
"8509",15,9.6,1,2004,"Autumn","DredgeDat","D",3
"8510",15,9.7,1,2004,"Autumn","DredgeDat","D",3
"8511",15,9.9,1,2004,"Autumn","DredgeDat","D",3
"8512",9.5,1.7,2,2004,"Spring","GrabDat","G",3
"8513",10,1.8,2,2004,"Spring","GrabDat","G",3
"8514",10.5,2.2,1,2004,"Spring","GrabDat","G",3
"8515",10,2.3,1,2004,"Spring","GrabDat","G",3
"8516",10.5,2.3,1,2004,"Spring","GrabDat","G",3
"8517",10,2.4,2,2004,"Spring","GrabDat","G",3
"8518",10.5,2.4,1,2004,"Spring","GrabDat","G",3
"8519",10.5,2.5,1,2004,"Spring","GrabDat","G",3
"8520",10,2.6,1,2004,"Spring","GrabDat","G",3
"8521",10.5,2.6,1,2004,"Spring","GrabDat","G",3
"8522",10.5,2.7,2,2004,"Spring","GrabDat","G",3
"8523",11,3,3,2004,"Spring","GrabDat","G",3
"8524",11.5,3.1,1,2004,"Spring","GrabDat","G",3
"8525",11,3.2,3,2004,"Spring","GrabDat","G",3
"8526",11.5,3.2,1,2004,"Spring","GrabDat","G",3
"8527",11,3.3,2,2004,"Spring","GrabDat","G",3
"8528",11.5,3.3,1,2004,"Spring","GrabDat","G",3
"8529",11.5,3.5,1,2004,"Spring","GrabDat","G",3
"8530",11.5,3.6,1,2004,"Spring","GrabDat","G",3
"8531",11,3.8,2,2004,"Spring","GrabDat","G",3
"8532",12,3.9,1,2004,"Spring","GrabDat","G",3
"8533",13,3.9,1,2004,"Spring","GrabDat","G",3
"8534",12,4,1,2004,"Spring","GrabDat","G",3
"8535",12.5,4,2,2004,"Spring","GrabDat","G",3
"8536",12,4.1,1,2004,"Spring","GrabDat","G",3
"8537",12,4.2,1,2004,"Spring","GrabDat","G",3
"8538",12,4.3,1,2004,"Spring","GrabDat","G",3
"8539",12.5,4.3,2,2004,"Spring","GrabDat","G",3
"8540",12,4.4,1,2004,"Spring","GrabDat","G",3
"8541",12.5,4.4,3,2004,"Spring","GrabDat","G",3
"8542",13,4.6,2,2004,"Spring","GrabDat","G",3
"8543",13,4.7,2,2004,"Spring","GrabDat","G",3
"8544",13,4.8,1,2004,"Spring","GrabDat","G",3
"8545",12,5.1,1,2004,"Spring","GrabDat","G",3
"8546",13,5.1,1,2004,"Spring","GrabDat","G",3
"8547",12.5,5.2,2,2004,"Spring","GrabDat","G",3
"8548",13,5.2,1,2004,"Spring","GrabDat","G",3
"8549",13.5,5.5,3,2004,"Spring","GrabDat","G",3
"8550",15,7,1,2004,"Spring","GrabDat","G",3
"8551",14,7.3,4,2004,"Spring","GrabDat","G",3
"8552",12,4.2,1,2004,"Autumn","GrabDat","G",3
"8553",11.5,4.7,1,2004,"Autumn","GrabDat","G",3
"8554",12,5.1,1,2004,"Autumn","GrabDat","G",3
"8555",12.5,5.5,1,2004,"Autumn","GrabDat","G",3
"8556",13,5.7,1,2004,"Autumn","GrabDat","G",3
"8557",14,7.9,2,2004,"Autumn","GrabDat","G",3
"8558",16.5,15.4,2,2009,"Summer","TrawlData","T",3
"8559",16.5,16.2,3,2009,"Summer","TrawlData","T",3
"8560",17,16.6,6,2009,"Summer","TrawlData","T",3
"8561",17.5,17.1,8,2009,"Summer","TrawlData","T",3
"8562",18,20.3,4,2009,"Summer","TrawlData","T",3
"8563",18,20.8,4,2009,"Summer","TrawlData","T",3
"8564",18,20.9,4,2009,"Summer","TrawlData","T",3
"8565",17.5,21.1,9,2009,"Summer","TrawlData","T",3
"8566",17,21.6,6,2009,"Summer","TrawlData","T",3
"8567",18.5,22.1,4,2009,"Summer","TrawlData","T",3
"8568",18.5,22.6,4,2009,"Summer","TrawlData","T",3
"8569",18.5,23.2,4,2009,"Summer","TrawlData","T",3
"8570",19,23.4,2,2009,"Summer","TrawlData","T",3
"8571",18,24.2,4,2009,"Summer","TrawlData","T",3
"8572",18.5,24.7,4,2009,"Summer","TrawlData","T",3
"8573",19,25.1,2,2009,"Summer","TrawlData","T",3
"8574",19,28,2,2009,"Summer","TrawlData","T",3
"8575",4,NA,0,1999,"Summer","TrawlData","T",3
"8576",4.5,NA,0,1999,"Summer","TrawlData","T",3
"8577",5,NA,0,1999,"Summer","TrawlData","T",3
"8578",5.5,NA,0,1999,"Summer","TrawlData","T",3
"8579",6,NA,0,1999,"Summer","TrawlData","T",3
"8580",6.5,NA,0,1999,"Summer","TrawlData","T",3
"8581",7,NA,0,1999,"Summer","TrawlData","T",3
"8582",7.5,NA,0,1999,"Summer","TrawlData","T",3
"8583",8,NA,0,1999,"Summer","TrawlData","T",3
"8584",8.5,NA,0,1999,"Summer","TrawlData","T",3
"8585",9,NA,0,1999,"Summer","TrawlData","T",3
"8586",9.5,NA,0,1999,"Summer","TrawlData","T",3
"8587",10,NA,0,1999,"Summer","TrawlData","T",3
"8588",10.5,NA,0,1999,"Summer","TrawlData","T",3
"8589",11,NA,0,1999,"Summer","TrawlData","T",3
"8590",11.5,NA,0,1999,"Summer","TrawlData","T",3
"8591",12,NA,1,1999,"Summer","TrawlData","T",3
"8592",12.5,NA,1,1999,"Summer","TrawlData","T",3
"8593",13,NA,2,1999,"Summer","TrawlData","T",3
"8594",13.5,NA,3,1999,"Summer","TrawlData","T",3
"8595",14,NA,6,1999,"Summer","TrawlData","T",3
"8596",14.5,NA,5,1999,"Summer","TrawlData","T",3
"8597",15,NA,14,1999,"Summer","TrawlData","T",3
"8598",15.5,NA,15,1999,"Summer","TrawlData","T",3
"8599",16,NA,16,1999,"Summer","TrawlData","T",3
"8600",16.5,NA,21,1999,"Summer","TrawlData","T",3
"8601",17,NA,27,1999,"Summer","TrawlData","T",3
"8602",17.5,NA,14,1999,"Summer","TrawlData","T",3
"8603",18,NA,6,1999,"Summer","TrawlData","T",3
"8604",18.5,NA,4,1999,"Summer","TrawlData","T",3
"8605",19,NA,1,1999,"Summer","TrawlData","T",3
"8606",19.5,NA,1,1999,"Summer","TrawlData","T",3
"8607",20,NA,0,1999,"Summer","TrawlData","T",3
"8608",20.5,NA,1,1999,"Summer","TrawlData","T",3
"8609",3.5,NA,0,1998,"Summer","TrawlData","T",3
"8610",4,NA,0,1998,"Summer","TrawlData","T",3
"8611",4.5,NA,0,1998,"Summer","TrawlData","T",3
"8612",5,NA,0,1998,"Summer","TrawlData","T",3
"8613",5.5,NA,0,1998,"Summer","TrawlData","T",3
"8614",6,NA,0,1998,"Summer","TrawlData","T",3
"8615",6.5,NA,0,1998,"Summer","TrawlData","T",3
"8616",7,NA,0,1998,"Summer","TrawlData","T",3
"8617",7.5,NA,0,1998,"Summer","TrawlData","T",3
"8618",8,NA,0,1998,"Summer","TrawlData","T",3
"8619",8.5,NA,0,1998,"Summer","TrawlData","T",3
"8620",9,NA,0,1998,"Summer","TrawlData","T",3
"8621",9.5,NA,0,1998,"Summer","TrawlData","T",3
